bioguideID,billID,vote
I000056,hr3495-114,Aye
J000290,hr3495-114,Aye
J000297,hr3495-114,Aye
J000292,hr3495-114,Aye
J000174,hr3495-114,Aye
J000255,hr3495-114,Aye
J000289,hr3495-114,Aye
J000295,hr3495-114,Aye
K000388,hr3495-114,Aye
K000376,hr3495-114,Aye
K000362,hr3495-114,Aye
K000210,hr3495-114,Aye
K000378,hr3495-114,Aye
K000363,hr3495-114,Aye
K000387,hr3495-114,Aye
L000573,hr3495-114,Aye
L000585,hr3495-114,Aye
L000578,hr3495-114,Aye
L000564,hr3495-114,Aye
L000567,hr3495-114,Aye
L000566,hr3495-114,Aye
L000563,hr3495-114,Aye
L000554,hr3495-114,Aye
L000576,hr3495-114,Aye
L000583,hr3495-114,Aye
L000584,hr3495-114,Aye
L000491,hr3495-114,Aye
L000569,hr3495-114,Aye
L000571,hr3495-114,Aye
M001193,hr3495-114,Aye
M001158,hr3495-114,Aye
M001179,hr3495-114,Aye
M001184,hr3495-114,Aye
M001165,hr3495-114,Aye
M001157,hr3495-114,Aye
M001177,hr3495-114,Aye
M001156,hr3495-114,Aye
M001180,hr3495-114,Aye
M001159,hr3495-114,Aye
M001197,hr3495-114,Aye
M001187,hr3495-114,Aye
M001181,hr3495-114,Aye
M001189,hr3495-114,Aye
M000689,hr3495-114,Aye
M001144,hr3495-114,Aye
M001150,hr3495-114,Aye
M001194,hr3495-114,Aye
M001195,hr3495-114,Aye
M001190,hr3495-114,Aye
M001182,hr3495-114,Aye
M001151,hr3495-114,Aye
N000182,hr3495-114,Aye
N000189,hr3495-114,Aye
N000184,hr3495-114,Aye
N000185,hr3495-114,Aye
N000181,hr3495-114,Aye
O000168,hr3495-114,Aye
P000601,hr3495-114,Aye
P000609,hr3495-114,Aye
P000594,hr3495-114,Aye
P000588,hr3495-114,Aye
P000605,hr3495-114,Aye
P000258,hr3495-114,Aye
P000606,hr3495-114,Aye
P000373,hr3495-114,Aye
P000592,hr3495-114,Aye
P000611,hr3495-114,Aye
P000602,hr3495-114,Aye
P000599,hr3495-114,Aye
P000591,hr3495-114,Aye
R000601,hr3495-114,Aye
R000585,hr3495-114,Aye
R000586,hr3495-114,Aye
R000587,hr3495-114,Aye
R000597,hr3495-114,Aye
R000589,hr3495-114,Aye
R000591,hr3495-114,Aye
R000582,hr3495-114,Aye
R000575,hr3495-114,Aye
R000395,hr3495-114,Aye
R000409,hr3495-114,Aye
R000592,hr3495-114,Aye
R000583,hr3495-114,Aye
R000435,hr3495-114,Aye
R000580,hr3495-114,Aye
R000593,hr3495-114,Aye
R000598,hr3495-114,Aye
R000603,hr3495-114,Aye
R000487,hr3495-114,Aye
R000604,hr3495-114,Aye
R000570,hr3495-114,Aye
S000018,hr3495-114,Aye
S000051,hr3495-114,Aye
S001176,hr3495-114,Aye
S001183,hr3495-114,Aye
S001189,hr3495-114,Aye
S000244,hr3495-114,Aye
S000250,hr3495-114,Aye
S000364,hr3495-114,Aye
S001154,hr3495-114,Aye
S001148,hr3495-114,Aye
S001195,hr3495-114,Aye
S001172,hr3495-114,Aye
S000522,hr3495-114,Aye
S000583,hr3495-114,Aye
S001192,hr3495-114,Aye
S001187,hr3495-114,Aye
S001188,hr3495-114,Aye
T000467,hr3495-114,Aye
T000238,hr3495-114,Aye
T000462,hr3495-114,Aye
T000470,hr3495-114,Aye
T000475,hr3495-114,Aye
T000463,hr3495-114,Aye
U000031,hr3495-114,Aye
V000129,hr3495-114,Aye
W000812,hr3495-114,Aye
W000798,hr3495-114,Aye
W000791,hr3495-114,Aye
W000819,hr3495-114,Aye
W000813,hr3495-114,Aye
W000820,hr3495-114,Aye
W000814,hr3495-114,Aye
W000806,hr3495-114,Aye
W000815,hr3495-114,Aye
W000821,hr3495-114,Aye
W000796,hr3495-114,Aye
W000413,hr3495-114,Aye
W000816,hr3495-114,Aye
W000795,hr3495-114,Aye
W000804,hr3495-114,Aye
W000809,hr3495-114,Aye
W000810,hr3495-114,Aye
Y000063,hr3495-114,Aye
Y000065,hr3495-114,Aye
Y000033,hr3495-114,Aye
Y000066,hr3495-114,Aye
Y000064,hr3495-114,Aye
Z000017,hr3495-114,Aye
Z000018,hr3495-114,Aye
A000370,hr3495-114,No
A000371,hr3495-114,No
A000373,hr3495-114,No
B001270,hr3495-114,No
B001281,hr3495-114,No
B000287,hr3495-114,No
B001287,hr3495-114,No
B001292,hr3495-114,No
B000490,hr3495-114,No
B000574,hr3495-114,No
B001278,hr3495-114,No
B001296,hr3495-114,No
B001227,hr3495-114,No
B000911,hr3495-114,No
B001285,hr3495-114,No
B001286,hr3495-114,No
B001251,hr3495-114,No
C001036,hr3495-114,No
C001037,hr3495-114,No
C001097,hr3495-114,No
C001083,hr3495-114,No
C001072,hr3495-114,No
C001090,hr3495-114,No
C001066,hr3495-114,No
C001091,hr3495-114,No
C001080,hr3495-114,No
C001084,hr3495-114,No
C001101,hr3495-114,No
C001067,hr3495-114,No
C001049,hr3495-114,No
C001061,hr3495-114,No
C000537,hr3495-114,No
C001068,hr3495-114,No
C001078,hr3495-114,No
C000714,hr3495-114,No
C000754,hr3495-114,No
C001059,hr3495-114,No
C001069,hr3495-114,No
C001038,hr3495-114,No
C001063,hr3495-114,No
C000984,hr3495-114,No
C001107,hr3495-114,No
D000598,hr3495-114,No
D000096,hr3495-114,No
D000191,hr3495-114,No
D000197,hr3495-114,No
D000620,hr3495-114,No
D000216,hr3495-114,No
D000617,hr3495-114,No
D000604,hr3495-114,No
D000623,hr3495-114,No
D000610,hr3495-114,No
D000624,hr3495-114,No
D000399,hr3495-114,No
D000613,hr3495-114,No
D000625,hr3495-114,No
D000482,hr3495-114,No
D000622,hr3495-114,No
E000290,hr3495-114,No
E000288,hr3495-114,No
E000179,hr3495-114,No
E000215,hr3495-114,No
E000293,hr3495-114,No
F000030,hr3495-114,No
F000043,hr3495-114,No
F000454,hr3495-114,No
F000462,hr3495-114,No
F000455,hr3495-114,No
G000571,hr3495-114,No
G000574,hr3495-114,No
G000559,hr3495-114,No
G000564,hr3495-114,No
G000575,hr3495-114,No
G000556,hr3495-114,No
G000553,hr3495-114,No
G000410,hr3495-114,No
G000551,hr3495-114,No
G000535,hr3495-114,No
H001063,hr3495-114,No
H001051,hr3495-114,No
H000324,hr3495-114,No
H001064,hr3495-114,No
H001038,hr3495-114,No
H001047,hr3495-114,No
H000636,hr3495-114,No
H001034,hr3495-114,No
H000874,hr3495-114,No
H001068,hr3495-114,No
I000057,hr3495-114,No
J000032,hr3495-114,No
J000294,hr3495-114,No
J000288,hr3495-114,No
J000126,hr3495-114,No
J000296,hr3495-114,No
K000009,hr3495-114,No
K000386,hr3495-114,No
K000375,hr3495-114,No
K000379,hr3495-114,No
K000380,hr3495-114,No
K000381,hr3495-114,No
K000188,hr3495-114,No
K000368,hr3495-114,No
K000382,hr3495-114,No
L000559,hr3495-114,No
L000560,hr3495-114,No
L000581,hr3495-114,No
L000551,hr3495-114,No
L000263,hr3495-114,No
L000287,hr3495-114,No
L000582,hr3495-114,No
L000565,hr3495-114,No
L000397,hr3495-114,No
L000579,hr3495-114,No
L000480,hr3495-114,No
L000580,hr3495-114,No
L000570,hr3495-114,No
L000562,hr3495-114,No
M000087,hr3495-114,No
M001185,hr3495-114,No
M001163,hr3495-114,No
M001143,hr3495-114,No
M000404,hr3495-114,No
M000312,hr3495-114,No
M001166,hr3495-114,No
M001137,hr3495-114,No
M001188,hr3495-114,No
M001160,hr3495-114,No
M001196,hr3495-114,No
M001191,hr3495-114,No
N000002,hr3495-114,No
N000179,hr3495-114,No
N000015,hr3495-114,No
N000127,hr3495-114,No
N000188,hr3495-114,No
O000170,hr3495-114,No
P000034,hr3495-114,No
P000096,hr3495-114,No
P000604,hr3495-114,No
P000197,hr3495-114,No
P000593,hr3495-114,No
P000608,hr3495-114,No
P000597,hr3495-114,No
P000607,hr3495-114,No
P000598,hr3495-114,No
P000523,hr3495-114,No
Q000023,hr3495-114,No
R000053,hr3495-114,No
R000602,hr3495-114,No
R000588,hr3495-114,No
R000486,hr3495-114,No
R000599,hr3495-114,No
R000576,hr3495-114,No
R000515,hr3495-114,No
R000577,hr3495-114,No
S001156,hr3495-114,No
S000030,hr3495-114,No
S001168,hr3495-114,No
S001145,hr3495-114,No
S001150,hr3495-114,No
S001180,hr3495-114,No
S000185,hr3495-114,No
S001157,hr3495-114,No
S000248,hr3495-114,No
S001185,hr3495-114,No
S000344,hr3495-114,No
S001191,hr3495-114,No
S001165,hr3495-114,No
S000480,hr3495-114,No
S000510,hr3495-114,No
S001175,hr3495-114,No
S001196,hr3495-114,No
S001193,hr3495-114,No
T000473,hr3495-114,No
T000472,hr3495-114,No
T000460,hr3495-114,No
T000193,hr3495-114,No
T000468,hr3495-114,No
T000469,hr3495-114,No
T000474,hr3495-114,No
T000465,hr3495-114,No
V000128,hr3495-114,No
V000130,hr3495-114,No
V000131,hr3495-114,No
V000132,hr3495-114,No
V000081,hr3495-114,No
V000108,hr3495-114,No
W000799,hr3495-114,No
W000797,hr3495-114,No
W000187,hr3495-114,No
W000822,hr3495-114,No
W000800,hr3495-114,No
W000808,hr3495-114,No
Y000062,hr3495-114,No
C001105,hr3495-114,Not Voting
H001067,hr3495-114,Not Voting
K000385,hr3495-114,Not Voting
L000557,hr3495-114,Not Voting
R000578,hr3495-114,Not Voting
A000370,hres448-114,Nay
A000371,hres448-114,Nay
A000373,hres448-114,Nay
B001270,hres448-114,Nay
B001281,hres448-114,Nay
B000287,hres448-114,Nay
B001287,hres448-114,Nay
B001292,hres448-114,Nay
B000490,hres448-114,Nay
B000574,hres448-114,Nay
B001278,hres448-114,Nay
B001296,hres448-114,Nay
B001227,hres448-114,Nay
B000911,hres448-114,Nay
B001285,hres448-114,Nay
B001286,hres448-114,Nay
B001251,hres448-114,Nay
C001036,hres448-114,Nay
C001037,hres448-114,Nay
C001097,hres448-114,Nay
C001083,hres448-114,Nay
C001072,hres448-114,Nay
C001090,hres448-114,Nay
C001066,hres448-114,Nay
C001091,hres448-114,Nay
C001080,hres448-114,Nay
C001084,hres448-114,Nay
C001101,hres448-114,Nay
C001067,hres448-114,Nay
C001049,hres448-114,Nay
C001061,hres448-114,Nay
C000537,hres448-114,Nay
C001068,hres448-114,Nay
C001078,hres448-114,Nay
C000714,hres448-114,Nay
C000754,hres448-114,Nay
C001059,hres448-114,Nay
C001069,hres448-114,Nay
C001038,hres448-114,Nay
C001063,hres448-114,Nay
C000984,hres448-114,Nay
D000598,hres448-114,Nay
D000096,hres448-114,Nay
D000191,hres448-114,Nay
D000197,hres448-114,Nay
D000620,hres448-114,Nay
D000216,hres448-114,Nay
D000617,hres448-114,Nay
D000623,hres448-114,Nay
D000610,hres448-114,Nay
D000624,hres448-114,Nay
D000399,hres448-114,Nay
D000482,hres448-114,Nay
D000622,hres448-114,Nay
E000290,hres448-114,Nay
E000288,hres448-114,Nay
E000179,hres448-114,Nay
E000215,hres448-114,Nay
E000293,hres448-114,Nay
F000030,hres448-114,Nay
F000043,hres448-114,Nay
F000454,hres448-114,Nay
F000462,hres448-114,Nay
F000455,hres448-114,Nay
G000571,hres448-114,Nay
G000574,hres448-114,Nay
G000559,hres448-114,Nay
G000575,hres448-114,Nay
G000556,hres448-114,Nay
G000553,hres448-114,Nay
G000410,hres448-114,Nay
G000551,hres448-114,Nay
G000535,hres448-114,Nay
H001063,hres448-114,Nay
H000324,hres448-114,Nay
H001064,hres448-114,Nay
H001038,hres448-114,Nay
H001047,hres448-114,Nay
H000636,hres448-114,Nay
H001034,hres448-114,Nay
H000874,hres448-114,Nay
H001057,hres448-114,Nay
H001068,hres448-114,Nay
I000057,hres448-114,Nay
J000032,hres448-114,Nay
J000294,hres448-114,Nay
J000126,hres448-114,Nay
J000255,hres448-114,Nay
K000009,hres448-114,Nay
K000375,hres448-114,Nay
K000379,hres448-114,Nay
K000380,hres448-114,Nay
K000381,hres448-114,Nay
K000188,hres448-114,Nay
K000368,hres448-114,Nay
K000382,hres448-114,Nay
L000559,hres448-114,Nay
L000560,hres448-114,Nay
L000557,hres448-114,Nay
L000581,hres448-114,Nay
L000551,hres448-114,Nay
L000263,hres448-114,Nay
L000287,hres448-114,Nay
L000582,hres448-114,Nay
L000563,hres448-114,Nay
L000565,hres448-114,Nay
L000397,hres448-114,Nay
L000579,hres448-114,Nay
L000480,hres448-114,Nay
L000580,hres448-114,Nay
L000570,hres448-114,Nay
L000562,hres448-114,Nay
M000087,hres448-114,Nay
M001185,hres448-114,Nay
M001184,hres448-114,Nay
M001163,hres448-114,Nay
M001143,hres448-114,Nay
M000404,hres448-114,Nay
M000312,hres448-114,Nay
M001166,hres448-114,Nay
M001188,hres448-114,Nay
M001160,hres448-114,Nay
M001196,hres448-114,Nay
M001191,hres448-114,Nay
N000002,hres448-114,Nay
N000179,hres448-114,Nay
N000015,hres448-114,Nay
N000127,hres448-114,Nay
N000188,hres448-114,Nay
O000170,hres448-114,Nay
P000034,hres448-114,Nay
P000096,hres448-114,Nay
P000604,hres448-114,Nay
P000197,hres448-114,Nay
P000593,hres448-114,Nay
P000608,hres448-114,Nay
P000258,hres448-114,Nay
P000597,hres448-114,Nay
P000607,hres448-114,Nay
P000598,hres448-114,Nay
P000523,hres448-114,Nay
Q000023,hres448-114,Nay
R000053,hres448-114,Nay
R000602,hres448-114,Nay
R000588,hres448-114,Nay
R000486,hres448-114,Nay
R000599,hres448-114,Nay
R000576,hres448-114,Nay
R000515,hres448-114,Nay
S001156,hres448-114,Nay
S000030,hres448-114,Nay
S001168,hres448-114,Nay
S001145,hres448-114,Nay
S001150,hres448-114,Nay
S001180,hres448-114,Nay
S000185,hres448-114,Nay
S001157,hres448-114,Nay
S000248,hres448-114,Nay
S001185,hres448-114,Nay
S000344,hres448-114,Nay
S001191,hres448-114,Nay
S001165,hres448-114,Nay
S000480,hres448-114,Nay
S000510,hres448-114,Nay
S001175,hres448-114,Nay
S001193,hres448-114,Nay
T000473,hres448-114,Nay
T000472,hres448-114,Nay
T000460,hres448-114,Nay
T000193,hres448-114,Nay
T000468,hres448-114,Nay
T000469,hres448-114,Nay
T000474,hres448-114,Nay
T000465,hres448-114,Nay
V000128,hres448-114,Nay
V000130,hres448-114,Nay
V000131,hres448-114,Nay
V000132,hres448-114,Nay
V000081,hres448-114,Nay
V000108,hres448-114,Nay
W000799,hres448-114,Nay
W000797,hres448-114,Nay
W000187,hres448-114,Nay
W000822,hres448-114,Nay
W000800,hres448-114,Nay
W000808,hres448-114,Nay
Y000062,hres448-114,Nay
B000755,hres448-114,Not Voting
C001048,hres448-114,Not Voting
H001067,hres448-114,Not Voting
J000288,hres448-114,Not Voting
K000385,hres448-114,Not Voting
M001137,hres448-114,Not Voting
R000578,hres448-114,Not Voting
R000577,hres448-114,Not Voting
A000374,hres448-114,Yea
A000055,hres448-114,Yea
A000372,hres448-114,Yea
A000367,hres448-114,Yea
A000369,hres448-114,Yea
B001291,hres448-114,Yea
B001269,hres448-114,Yea
B001282,hres448-114,Yea
B000213,hres448-114,Yea
B001271,hres448-114,Yea
B001257,hres448-114,Yea
B001293,hres448-114,Yea
B001250,hres448-114,Yea
B001273,hres448-114,Yea
B001243,hres448-114,Yea
B001294,hres448-114,Yea
B001295,hres448-114,Yea
B001255,hres448-114,Yea
B001290,hres448-114,Yea
B001283,hres448-114,Yea
B001274,hres448-114,Yea
B001284,hres448-114,Yea
B001260,hres448-114,Yea
B001297,hres448-114,Yea
B001275,hres448-114,Yea
B001248,hres448-114,Yea
B001289,hres448-114,Yea
C000059,hres448-114,Yea
C001103,hres448-114,Yea
C001051,hres448-114,Yea
C000266,hres448-114,Yea
C001076,hres448-114,Yea
C001102,hres448-114,Yea
C001077,hres448-114,Yea
C001053,hres448-114,Yea
C001093,hres448-114,Yea
C001092,hres448-114,Yea
C001105,hres448-114,Yea
C001062,hres448-114,Yea
C001094,hres448-114,Yea
C001106,hres448-114,Yea
C001096,hres448-114,Yea
C001087,hres448-114,Yea
C001045,hres448-114,Yea
C001107,hres448-114,Yea
D000619,hres448-114,Yea
D000612,hres448-114,Yea
D000604,hres448-114,Yea
D000621,hres448-114,Yea
D000616,hres448-114,Yea
D000600,hres448-114,Yea
D000613,hres448-114,Yea
D000625,hres448-114,Yea
D000614,hres448-114,Yea
D000615,hres448-114,Yea
D000533,hres448-114,Yea
E000291,hres448-114,Yea
E000294,hres448-114,Yea
F000460,hres448-114,Yea
F000458,hres448-114,Yea
F000451,hres448-114,Yea
F000459,hres448-114,Yea
F000456,hres448-114,Yea
F000461,hres448-114,Yea
F000445,hres448-114,Yea
F000449,hres448-114,Yea
F000450,hres448-114,Yea
F000448,hres448-114,Yea
F000372,hres448-114,Yea
G000548,hres448-114,Yea
G000563,hres448-114,Yea
G000564,hres448-114,Yea
G000552,hres448-114,Yea
G000289,hres448-114,Yea
G000565,hres448-114,Yea
G000566,hres448-114,Yea
G000377,hres448-114,Yea
G000560,hres448-114,Yea
G000577,hres448-114,Yea
G000546,hres448-114,Yea
G000568,hres448-114,Yea
G000576,hres448-114,Yea
G000570,hres448-114,Yea
G000558,hres448-114,Yea
H001051,hres448-114,Yea
H001070,hres448-114,Yea
H001045,hres448-114,Yea
H001052,hres448-114,Yea
H001053,hres448-114,Yea
H001055,hres448-114,Yea
H001036,hres448-114,Yea
H001056,hres448-114,Yea
H001071,hres448-114,Yea
H001072,hres448-114,Yea
H001065,hres448-114,Yea
H001058,hres448-114,Yea
H001059,hres448-114,Yea
H001048,hres448-114,Yea
H001073,hres448-114,Yea
H001060,hres448-114,Yea
I000056,hres448-114,Yea
J000290,hres448-114,Yea
J000297,hres448-114,Yea
J000292,hres448-114,Yea
J000174,hres448-114,Yea
J000296,hres448-114,Yea
J000289,hres448-114,Yea
J000295,hres448-114,Yea
K000386,hres448-114,Yea
K000388,hres448-114,Yea
K000376,hres448-114,Yea
K000362,hres448-114,Yea
K000210,hres448-114,Yea
K000378,hres448-114,Yea
K000363,hres448-114,Yea
K000387,hres448-114,Yea
L000573,hres448-114,Yea
L000585,hres448-114,Yea
L000578,hres448-114,Yea
L000564,hres448-114,Yea
L000567,hres448-114,Yea
L000566,hres448-114,Yea
L000554,hres448-114,Yea
L000576,hres448-114,Yea
L000583,hres448-114,Yea
L000584,hres448-114,Yea
L000491,hres448-114,Yea
L000569,hres448-114,Yea
L000571,hres448-114,Yea
M001193,hres448-114,Yea
M001158,hres448-114,Yea
M001179,hres448-114,Yea
M001165,hres448-114,Yea
M001157,hres448-114,Yea
M001177,hres448-114,Yea
M001156,hres448-114,Yea
M001180,hres448-114,Yea
M001159,hres448-114,Yea
M001197,hres448-114,Yea
M001187,hres448-114,Yea
M001181,hres448-114,Yea
M001189,hres448-114,Yea
M000689,hres448-114,Yea
M001144,hres448-114,Yea
M001150,hres448-114,Yea
M001194,hres448-114,Yea
M001195,hres448-114,Yea
M001190,hres448-114,Yea
M001182,hres448-114,Yea
M001151,hres448-114,Yea
N000182,hres448-114,Yea
N000189,hres448-114,Yea
N000184,hres448-114,Yea
N000185,hres448-114,Yea
N000181,hres448-114,Yea
O000168,hres448-114,Yea
P000601,hres448-114,Yea
P000609,hres448-114,Yea
P000594,hres448-114,Yea
P000588,hres448-114,Yea
P000605,hres448-114,Yea
P000606,hres448-114,Yea
P000373,hres448-114,Yea
P000592,hres448-114,Yea
P000611,hres448-114,Yea
P000602,hres448-114,Yea
P000599,hres448-114,Yea
P000591,hres448-114,Yea
R000601,hres448-114,Yea
R000585,hres448-114,Yea
R000586,hres448-114,Yea
R000587,hres448-114,Yea
R000597,hres448-114,Yea
R000589,hres448-114,Yea
R000591,hres448-114,Yea
R000582,hres448-114,Yea
R000575,hres448-114,Yea
R000395,hres448-114,Yea
R000409,hres448-114,Yea
R000592,hres448-114,Yea
R000583,hres448-114,Yea
R000435,hres448-114,Yea
R000580,hres448-114,Yea
R000593,hres448-114,Yea
R000598,hres448-114,Yea
R000603,hres448-114,Yea
R000487,hres448-114,Yea
R000604,hres448-114,Yea
R000570,hres448-114,Yea
S000018,hres448-114,Yea
S000051,hres448-114,Yea
S001176,hres448-114,Yea
S001183,hres448-114,Yea
S001189,hres448-114,Yea
S000244,hres448-114,Yea
S000250,hres448-114,Yea
S000364,hres448-114,Yea
S001154,hres448-114,Yea
S001148,hres448-114,Yea
S001195,hres448-114,Yea
S001172,hres448-114,Yea
S000522,hres448-114,Yea
S000583,hres448-114,Yea
S001196,hres448-114,Yea
S001192,hres448-114,Yea
S001187,hres448-114,Yea
S001188,hres448-114,Yea
T000467,hres448-114,Yea
T000238,hres448-114,Yea
T000462,hres448-114,Yea
T000470,hres448-114,Yea
T000475,hres448-114,Yea
T000463,hres448-114,Yea
U000031,hres448-114,Yea
V000129,hres448-114,Yea
W000812,hres448-114,Yea
W000798,hres448-114,Yea
W000791,hres448-114,Yea
W000819,hres448-114,Yea
W000813,hres448-114,Yea
W000820,hres448-114,Yea
W000814,hres448-114,Yea
W000806,hres448-114,Yea
W000815,hres448-114,Yea
W000821,hres448-114,Yea
W000796,hres448-114,Yea
W000413,hres448-114,Yea
W000816,hres448-114,Yea
W000795,hres448-114,Yea
W000804,hres448-114,Yea
W000809,hres448-114,Yea
W000810,hres448-114,Yea
Y000063,hres448-114,Yea
Y000065,hres448-114,Yea
Y000033,hres448-114,Yea
Y000066,hres448-114,Yea
Y000064,hres448-114,Yea
Z000017,hres448-114,Yea
Z000018,hres448-114,Yea
A000370,hconres79-114,Nay
A000371,hconres79-114,Nay
A000373,hconres79-114,Nay
B001270,hconres79-114,Nay
B001281,hconres79-114,Nay
B000287,hconres79-114,Nay
B001287,hconres79-114,Nay
B001292,hconres79-114,Nay
B000490,hconres79-114,Nay
B000574,hconres79-114,Nay
B001278,hconres79-114,Nay
B001296,hconres79-114,Nay
B001227,hconres79-114,Nay
B000911,hconres79-114,Nay
B001285,hconres79-114,Nay
B001286,hconres79-114,Nay
B001251,hconres79-114,Nay
C001036,hconres79-114,Nay
C001037,hconres79-114,Nay
C001097,hconres79-114,Nay
C001083,hconres79-114,Nay
C001072,hconres79-114,Nay
C001090,hconres79-114,Nay
C001066,hconres79-114,Nay
C001091,hconres79-114,Nay
C001080,hconres79-114,Nay
C001084,hconres79-114,Nay
C001101,hconres79-114,Nay
C001067,hconres79-114,Nay
C001049,hconres79-114,Nay
C001061,hconres79-114,Nay
C000537,hconres79-114,Nay
C001068,hconres79-114,Nay
C001078,hconres79-114,Nay
C000714,hconres79-114,Nay
C000754,hconres79-114,Nay
C001059,hconres79-114,Nay
C001069,hconres79-114,Nay
C001038,hconres79-114,Nay
C000984,hconres79-114,Nay
D000598,hconres79-114,Nay
D000096,hconres79-114,Nay
D000191,hconres79-114,Nay
D000197,hconres79-114,Nay
D000620,hconres79-114,Nay
D000216,hconres79-114,Nay
D000617,hconres79-114,Nay
D000604,hconres79-114,Nay
D000623,hconres79-114,Nay
D000610,hconres79-114,Nay
D000624,hconres79-114,Nay
D000399,hconres79-114,Nay
D000613,hconres79-114,Nay
D000482,hconres79-114,Nay
D000622,hconres79-114,Nay
E000290,hconres79-114,Nay
E000288,hconres79-114,Nay
E000179,hconres79-114,Nay
E000215,hconres79-114,Nay
E000293,hconres79-114,Nay
F000030,hconres79-114,Nay
F000043,hconres79-114,Nay
F000454,hconres79-114,Nay
F000462,hconres79-114,Nay
F000455,hconres79-114,Nay
G000571,hconres79-114,Nay
G000574,hconres79-114,Nay
G000559,hconres79-114,Nay
G000575,hconres79-114,Nay
G000556,hconres79-114,Nay
G000553,hconres79-114,Nay
G000410,hconres79-114,Nay
G000551,hconres79-114,Nay
G000535,hconres79-114,Nay
H001063,hconres79-114,Nay
H001051,hconres79-114,Nay
H000324,hconres79-114,Nay
H001064,hconres79-114,Nay
H001038,hconres79-114,Nay
H001047,hconres79-114,Nay
H000636,hconres79-114,Nay
H001034,hconres79-114,Nay
H000874,hconres79-114,Nay
H001068,hconres79-114,Nay
I000057,hconres79-114,Nay
J000032,hconres79-114,Nay
J000294,hconres79-114,Nay
J000288,hconres79-114,Nay
J000126,hconres79-114,Nay
K000009,hconres79-114,Nay
K000375,hconres79-114,Nay
K000379,hconres79-114,Nay
K000380,hconres79-114,Nay
K000381,hconres79-114,Nay
K000188,hconres79-114,Nay
K000368,hconres79-114,Nay
K000382,hconres79-114,Nay
L000559,hconres79-114,Nay
L000560,hconres79-114,Nay
L000557,hconres79-114,Nay
L000581,hconres79-114,Nay
L000551,hconres79-114,Nay
L000263,hconres79-114,Nay
L000287,hconres79-114,Nay
L000582,hconres79-114,Nay
L000565,hconres79-114,Nay
L000397,hconres79-114,Nay
L000579,hconres79-114,Nay
L000480,hconres79-114,Nay
L000580,hconres79-114,Nay
L000570,hconres79-114,Nay
L000562,hconres79-114,Nay
M000087,hconres79-114,Nay
M001185,hconres79-114,Nay
M001163,hconres79-114,Nay
M001143,hconres79-114,Nay
M000404,hconres79-114,Nay
M000312,hconres79-114,Nay
M001166,hconres79-114,Nay
M001188,hconres79-114,Nay
M001160,hconres79-114,Nay
M001196,hconres79-114,Nay
M001191,hconres79-114,Nay
N000002,hconres79-114,Nay
N000179,hconres79-114,Nay
N000015,hconres79-114,Nay
N000127,hconres79-114,Nay
N000188,hconres79-114,Nay
O000170,hconres79-114,Nay
P000034,hconres79-114,Nay
P000096,hconres79-114,Nay
P000604,hconres79-114,Nay
P000197,hconres79-114,Nay
P000593,hconres79-114,Nay
P000608,hconres79-114,Nay
P000607,hconres79-114,Nay
P000598,hconres79-114,Nay
P000523,hconres79-114,Nay
Q000023,hconres79-114,Nay
R000053,hconres79-114,Nay
R000602,hconres79-114,Nay
R000588,hconres79-114,Nay
R000486,hconres79-114,Nay
R000599,hconres79-114,Nay
R000576,hconres79-114,Nay
R000515,hconres79-114,Nay
R000577,hconres79-114,Nay
S001156,hconres79-114,Nay
S000030,hconres79-114,Nay
S001168,hconres79-114,Nay
S001145,hconres79-114,Nay
S001150,hconres79-114,Nay
S001180,hconres79-114,Nay
S000185,hconres79-114,Nay
S001157,hconres79-114,Nay
S000248,hconres79-114,Nay
S001185,hconres79-114,Nay
S000344,hconres79-114,Nay
S001191,hconres79-114,Nay
S001165,hconres79-114,Nay
S000480,hconres79-114,Nay
S000510,hconres79-114,Nay
S001175,hconres79-114,Nay
S001193,hconres79-114,Nay
T000473,hconres79-114,Nay
T000472,hconres79-114,Nay
T000460,hconres79-114,Nay
T000193,hconres79-114,Nay
T000468,hconres79-114,Nay
T000469,hconres79-114,Nay
T000474,hconres79-114,Nay
T000465,hconres79-114,Nay
V000128,hconres79-114,Nay
V000130,hconres79-114,Nay
V000131,hconres79-114,Nay
V000132,hconres79-114,Nay
V000081,hconres79-114,Nay
V000108,hconres79-114,Nay
W000799,hconres79-114,Nay
W000797,hconres79-114,Nay
W000187,hconres79-114,Nay
W000822,hconres79-114,Nay
W000800,hconres79-114,Nay
W000808,hconres79-114,Nay
Y000062,hconres79-114,Nay
B000755,hconres79-114,Not Voting
C001048,hconres79-114,Not Voting
H001067,hconres79-114,Not Voting
K000385,hconres79-114,Not Voting
M001137,hconres79-114,Not Voting
P000597,hconres79-114,Not Voting
R000578,hconres79-114,Not Voting
K000362,hconres79-114,Present
A000374,hconres79-114,Yea
A000055,hconres79-114,Yea
A000372,hconres79-114,Yea
A000367,hconres79-114,Yea
A000369,hconres79-114,Yea
B001291,hconres79-114,Yea
B001269,hconres79-114,Yea
B001282,hconres79-114,Yea
B000213,hconres79-114,Yea
B001271,hconres79-114,Yea
B001257,hconres79-114,Yea
B001293,hconres79-114,Yea
B001250,hconres79-114,Yea
B001273,hconres79-114,Yea
B001243,hconres79-114,Yea
B001294,hconres79-114,Yea
B001295,hconres79-114,Yea
B001255,hconres79-114,Yea
