bioguideID,billID,vote
A000370,hres129-114,Nay
A000371,hres129-114,Nay
A000373,hres129-114,Nay
B001270,hres129-114,Nay
B001281,hres129-114,Nay
B000287,hres129-114,Nay
B001287,hres129-114,Nay
B001292,hres129-114,Nay
B000490,hres129-114,Nay
B000574,hres129-114,Nay
B001278,hres129-114,Nay
B001227,hres129-114,Nay
B000911,hres129-114,Nay
B001285,hres129-114,Nay
B001286,hres129-114,Nay
B001251,hres129-114,Nay
C001036,hres129-114,Nay
C001037,hres129-114,Nay
C001097,hres129-114,Nay
C001083,hres129-114,Nay
C001072,hres129-114,Nay
C001090,hres129-114,Nay
C001066,hres129-114,Nay
C001091,hres129-114,Nay
C001080,hres129-114,Nay
C001084,hres129-114,Nay
C001101,hres129-114,Nay
C001067,hres129-114,Nay
C001049,hres129-114,Nay
C001061,hres129-114,Nay
C000537,hres129-114,Nay
C001068,hres129-114,Nay
C001078,hres129-114,Nay
C000714,hres129-114,Nay
C000754,hres129-114,Nay
C001059,hres129-114,Nay
C001069,hres129-114,Nay
C001038,hres129-114,Nay
C001063,hres129-114,Nay
C000984,hres129-114,Nay
D000598,hres129-114,Nay
D000096,hres129-114,Nay
D000191,hres129-114,Nay
D000197,hres129-114,Nay
D000620,hres129-114,Nay
D000216,hres129-114,Nay
D000617,hres129-114,Nay
D000623,hres129-114,Nay
D000610,hres129-114,Nay
D000624,hres129-114,Nay
D000399,hres129-114,Nay
D000482,hres129-114,Nay
D000622,hres129-114,Nay
E000290,hres129-114,Nay
E000288,hres129-114,Nay
E000179,hres129-114,Nay
E000215,hres129-114,Nay
E000293,hres129-114,Nay
F000030,hres129-114,Nay
F000043,hres129-114,Nay
F000454,hres129-114,Nay
F000462,hres129-114,Nay
F000455,hres129-114,Nay
G000571,hres129-114,Nay
G000574,hres129-114,Nay
G000575,hres129-114,Nay
G000556,hres129-114,Nay
G000553,hres129-114,Nay
G000410,hres129-114,Nay
G000551,hres129-114,Nay
G000535,hres129-114,Nay
H001063,hres129-114,Nay
H000324,hres129-114,Nay
H001064,hres129-114,Nay
H001038,hres129-114,Nay
H001047,hres129-114,Nay
H001034,hres129-114,Nay
H000874,hres129-114,Nay
H001068,hres129-114,Nay
I000057,hres129-114,Nay
J000032,hres129-114,Nay
J000294,hres129-114,Nay
J000288,hres129-114,Nay
J000126,hres129-114,Nay
K000009,hres129-114,Nay
K000375,hres129-114,Nay
K000385,hres129-114,Nay
K000379,hres129-114,Nay
K000380,hres129-114,Nay
K000381,hres129-114,Nay
K000188,hres129-114,Nay
K000368,hres129-114,Nay
K000382,hres129-114,Nay
L000559,hres129-114,Nay
L000560,hres129-114,Nay
L000557,hres129-114,Nay
L000581,hres129-114,Nay
L000263,hres129-114,Nay
L000287,hres129-114,Nay
L000582,hres129-114,Nay
L000563,hres129-114,Nay
L000565,hres129-114,Nay
L000397,hres129-114,Nay
L000579,hres129-114,Nay
L000480,hres129-114,Nay
L000580,hres129-114,Nay
L000570,hres129-114,Nay
L000562,hres129-114,Nay
M000087,hres129-114,Nay
M001185,hres129-114,Nay
M001163,hres129-114,Nay
M001143,hres129-114,Nay
M000404,hres129-114,Nay
M000312,hres129-114,Nay
M001166,hres129-114,Nay
M001137,hres129-114,Nay
M001188,hres129-114,Nay
M001160,hres129-114,Nay
M001196,hres129-114,Nay
M001191,hres129-114,Nay
N000002,hres129-114,Nay
N000179,hres129-114,Nay
N000015,hres129-114,Nay
N000127,hres129-114,Nay
N000188,hres129-114,Nay
O000170,hres129-114,Nay
P000034,hres129-114,Nay
P000096,hres129-114,Nay
P000604,hres129-114,Nay
P000197,hres129-114,Nay
P000593,hres129-114,Nay
P000608,hres129-114,Nay
P000258,hres129-114,Nay
P000597,hres129-114,Nay
P000607,hres129-114,Nay
P000598,hres129-114,Nay
P000523,hres129-114,Nay
Q000023,hres129-114,Nay
R000053,hres129-114,Nay
R000602,hres129-114,Nay
R000588,hres129-114,Nay
R000486,hres129-114,Nay
R000599,hres129-114,Nay
R000576,hres129-114,Nay
R000515,hres129-114,Nay
R000577,hres129-114,Nay
S001156,hres129-114,Nay
S000030,hres129-114,Nay
S001168,hres129-114,Nay
S001145,hres129-114,Nay
S001150,hres129-114,Nay
S001180,hres129-114,Nay
S000185,hres129-114,Nay
S001157,hres129-114,Nay
S000248,hres129-114,Nay
S001185,hres129-114,Nay
S000344,hres129-114,Nay
S001191,hres129-114,Nay
S001165,hres129-114,Nay
S000480,hres129-114,Nay
S000510,hres129-114,Nay
S001193,hres129-114,Nay
T000473,hres129-114,Nay
T000472,hres129-114,Nay
T000460,hres129-114,Nay
T000193,hres129-114,Nay
T000468,hres129-114,Nay
T000469,hres129-114,Nay
T000474,hres129-114,Nay
T000465,hres129-114,Nay
V000128,hres129-114,Nay
V000130,hres129-114,Nay
V000131,hres129-114,Nay
V000132,hres129-114,Nay
V000081,hres129-114,Nay
V000108,hres129-114,Nay
W000799,hres129-114,Nay
W000797,hres129-114,Nay
W000187,hres129-114,Nay
W000822,hres129-114,Nay
W000800,hres129-114,Nay
W000808,hres129-114,Nay
Y000062,hres129-114,Nay
B001296,hres129-114,Not Voting
G000559,hres129-114,Not Voting
G000546,hres129-114,Not Voting
H000636,hres129-114,Not Voting
L000551,hres129-114,Not Voting
L000576,hres129-114,Not Voting
R000582,hres129-114,Not Voting
S001175,hres129-114,Not Voting
T000463,hres129-114,Not Voting
A000374,hres129-114,Yea
A000055,hres129-114,Yea
A000372,hres129-114,Yea
A000367,hres129-114,Yea
A000369,hres129-114,Yea
B001291,hres129-114,Yea
B001269,hres129-114,Yea
B001282,hres129-114,Yea
B000213,hres129-114,Yea
B001271,hres129-114,Yea
B001257,hres129-114,Yea
B001293,hres129-114,Yea
B001250,hres129-114,Yea
B001273,hres129-114,Yea
B001243,hres129-114,Yea
B001294,hres129-114,Yea
B001295,hres129-114,Yea
B001255,hres129-114,Yea
B000755,hres129-114,Yea
B001290,hres129-114,Yea
B001283,hres129-114,Yea
B001274,hres129-114,Yea
B001284,hres129-114,Yea
B001260,hres129-114,Yea
B001297,hres129-114,Yea
B001275,hres129-114,Yea
B001248,hres129-114,Yea
B001289,hres129-114,Yea
C000059,hres129-114,Yea
C001103,hres129-114,Yea
C001051,hres129-114,Yea
C000266,hres129-114,Yea
C001076,hres129-114,Yea
C001102,hres129-114,Yea
C001077,hres129-114,Yea
C001053,hres129-114,Yea
C001093,hres129-114,Yea
C001092,hres129-114,Yea
C001105,hres129-114,Yea
C001062,hres129-114,Yea
C001094,hres129-114,Yea
C001106,hres129-114,Yea
C001096,hres129-114,Yea
C001087,hres129-114,Yea
C001045,hres129-114,Yea
C001048,hres129-114,Yea
C001107,hres129-114,Yea
D000619,hres129-114,Yea
D000612,hres129-114,Yea
D000604,hres129-114,Yea
D000621,hres129-114,Yea
D000616,hres129-114,Yea
D000600,hres129-114,Yea
D000613,hres129-114,Yea
D000614,hres129-114,Yea
D000615,hres129-114,Yea
D000533,hres129-114,Yea
E000291,hres129-114,Yea
E000294,hres129-114,Yea
F000460,hres129-114,Yea
F000458,hres129-114,Yea
F000451,hres129-114,Yea
F000459,hres129-114,Yea
F000456,hres129-114,Yea
F000461,hres129-114,Yea
F000445,hres129-114,Yea
F000449,hres129-114,Yea
F000450,hres129-114,Yea
F000448,hres129-114,Yea
F000372,hres129-114,Yea
G000548,hres129-114,Yea
G000563,hres129-114,Yea
G000564,hres129-114,Yea
G000552,hres129-114,Yea
G000289,hres129-114,Yea
G000565,hres129-114,Yea
G000566,hres129-114,Yea
G000377,hres129-114,Yea
G000560,hres129-114,Yea
G000577,hres129-114,Yea
G000568,hres129-114,Yea
G000576,hres129-114,Yea
G000570,hres129-114,Yea
G000558,hres129-114,Yea
H001051,hres129-114,Yea
H001070,hres129-114,Yea
H001045,hres129-114,Yea
H001052,hres129-114,Yea
H001053,hres129-114,Yea
H001055,hres129-114,Yea
H001036,hres129-114,Yea
H001056,hres129-114,Yea
H001071,hres129-114,Yea
H001072,hres129-114,Yea
H001065,hres129-114,Yea
H001067,hres129-114,Yea
H001057,hres129-114,Yea
H001058,hres129-114,Yea
H001059,hres129-114,Yea
H001048,hres129-114,Yea
H001073,hres129-114,Yea
H001060,hres129-114,Yea
I000056,hres129-114,Yea
J000290,hres129-114,Yea
J000297,hres129-114,Yea
J000292,hres129-114,Yea
J000174,hres129-114,Yea
J000296,hres129-114,Yea
J000255,hres129-114,Yea
J000289,hres129-114,Yea
J000295,hres129-114,Yea
K000386,hres129-114,Yea
K000376,hres129-114,Yea
K000362,hres129-114,Yea
K000210,hres129-114,Yea
K000378,hres129-114,Yea
K000363,hres129-114,Yea
K000387,hres129-114,Yea
L000573,hres129-114,Yea
L000578,hres129-114,Yea
L000564,hres129-114,Yea
L000567,hres129-114,Yea
L000566,hres129-114,Yea
L000554,hres129-114,Yea
L000583,hres129-114,Yea
L000584,hres129-114,Yea
L000491,hres129-114,Yea
L000569,hres129-114,Yea
L000571,hres129-114,Yea
M001193,hres129-114,Yea
M001158,hres129-114,Yea
M001179,hres129-114,Yea
M001184,hres129-114,Yea
M001165,hres129-114,Yea
M001157,hres129-114,Yea
M001177,hres129-114,Yea
M001156,hres129-114,Yea
M001180,hres129-114,Yea
M001159,hres129-114,Yea
M001197,hres129-114,Yea
M001187,hres129-114,Yea
M001181,hres129-114,Yea
M001189,hres129-114,Yea
M000689,hres129-114,Yea
M001144,hres129-114,Yea
M001150,hres129-114,Yea
M001194,hres129-114,Yea
M001195,hres129-114,Yea
M001190,hres129-114,Yea
M001182,hres129-114,Yea
M001151,hres129-114,Yea
N000182,hres129-114,Yea
N000189,hres129-114,Yea
N000184,hres129-114,Yea
N000185,hres129-114,Yea
N000181,hres129-114,Yea
O000168,hres129-114,Yea
P000601,hres129-114,Yea
P000609,hres129-114,Yea
P000594,hres129-114,Yea
P000588,hres129-114,Yea
P000605,hres129-114,Yea
P000606,hres129-114,Yea
P000373,hres129-114,Yea
P000592,hres129-114,Yea
P000611,hres129-114,Yea
P000602,hres129-114,Yea
P000599,hres129-114,Yea
P000591,hres129-114,Yea
R000601,hres129-114,Yea
R000585,hres129-114,Yea
R000578,hres129-114,Yea
R000586,hres129-114,Yea
R000587,hres129-114,Yea
R000597,hres129-114,Yea
R000589,hres129-114,Yea
R000591,hres129-114,Yea
R000575,hres129-114,Yea
R000395,hres129-114,Yea
R000409,hres129-114,Yea
R000592,hres129-114,Yea
R000583,hres129-114,Yea
R000435,hres129-114,Yea
R000580,hres129-114,Yea
R000593,hres129-114,Yea
R000598,hres129-114,Yea
R000603,hres129-114,Yea
R000487,hres129-114,Yea
R000604,hres129-114,Yea
R000570,hres129-114,Yea
S000018,hres129-114,Yea
S000051,hres129-114,Yea
S001176,hres129-114,Yea
S001179,hres129-114,Yea
S001183,hres129-114,Yea
S001189,hres129-114,Yea
S000244,hres129-114,Yea
S000250,hres129-114,Yea
S000364,hres129-114,Yea
S001154,hres129-114,Yea
S001148,hres129-114,Yea
S001195,hres129-114,Yea
S001172,hres129-114,Yea
S000522,hres129-114,Yea
S000583,hres129-114,Yea
S001196,hres129-114,Yea
S001192,hres129-114,Yea
S001187,hres129-114,Yea
S001188,hres129-114,Yea
T000467,hres129-114,Yea
T000238,hres129-114,Yea
T000462,hres129-114,Yea
T000470,hres129-114,Yea
T000475,hres129-114,Yea
U000031,hres129-114,Yea
V000129,hres129-114,Yea
W000812,hres129-114,Yea
W000798,hres129-114,Yea
W000791,hres129-114,Yea
W000819,hres129-114,Yea
W000813,hres129-114,Yea
W000820,hres129-114,Yea
W000814,hres129-114,Yea
W000806,hres129-114,Yea
W000815,hres129-114,Yea
W000821,hres129-114,Yea
W000796,hres129-114,Yea
W000413,hres129-114,Yea
W000816,hres129-114,Yea
W000795,hres129-114,Yea
W000804,hres129-114,Yea
W000809,hres129-114,Yea
W000810,hres129-114,Yea
Y000063,hres129-114,Yea
Y000065,hres129-114,Yea
Y000033,hres129-114,Yea
Y000066,hres129-114,Yea
Y000064,hres129-114,Yea
Z000017,hres129-114,Yea
Z000018,hres129-114,Yea
A000370,hjres35-114,Nay
A000371,hjres35-114,Nay
A000367,hjres35-114,Nay
B001291,hjres35-114,Nay
B001269,hjres35-114,Nay
B000213,hjres35-114,Nay
B001270,hjres35-114,Nay
B001281,hjres35-114,Nay
B000287,hjres35-114,Nay
B001287,hjres35-114,Nay
B001292,hjres35-114,Nay
B000490,hjres35-114,Nay
B001243,hjres35-114,Nay
B000574,hjres35-114,Nay
B001278,hjres35-114,Nay
B001296,hjres35-114,Nay
B001227,hjres35-114,Nay
B001290,hjres35-114,Nay
B001283,hjres35-114,Nay
B001274,hjres35-114,Nay
B000911,hjres35-114,Nay
B001251,hjres35-114,Nay
C001036,hjres35-114,Nay
C001037,hjres35-114,Nay
C001097,hjres35-114,Nay
C001083,hjres35-114,Nay
C001072,hjres35-114,Nay
C001090,hjres35-114,Nay
C001066,hjres35-114,Nay
C001091,hjres35-114,Nay
C001080,hjres35-114,Nay
C001084,hjres35-114,Nay
C001101,hjres35-114,Nay
C001067,hjres35-114,Nay
C001102,hjres35-114,Nay
C001049,hjres35-114,Nay
C001061,hjres35-114,Nay
C000537,hjres35-114,Nay
C001068,hjres35-114,Nay
C000714,hjres35-114,Nay
C000754,hjres35-114,Nay
C001059,hjres35-114,Nay
C001069,hjres35-114,Nay
C001038,hjres35-114,Nay
C001063,hjres35-114,Nay
C000984,hjres35-114,Nay
D000598,hjres35-114,Nay
D000096,hjres35-114,Nay
D000191,hjres35-114,Nay
D000197,hjres35-114,Nay
D000216,hjres35-114,Nay
D000617,hjres35-114,Nay
D000621,hjres35-114,Nay
D000623,hjres35-114,Nay
D000616,hjres35-114,Nay
D000610,hjres35-114,Nay
D000624,hjres35-114,Nay
D000399,hjres35-114,Nay
D000482,hjres35-114,Nay
D000622,hjres35-114,Nay
D000614,hjres35-114,Nay
E000290,hjres35-114,Nay
E000288,hjres35-114,Nay
E000179,hjres35-114,Nay
E000215,hjres35-114,Nay
E000293,hjres35-114,Nay
F000460,hjres35-114,Nay
F000030,hjres35-114,Nay
F000043,hjres35-114,Nay
F000458,hjres35-114,Nay
F000456,hjres35-114,Nay
F000445,hjres35-114,Nay
F000454,hjres35-114,Nay
F000462,hjres35-114,Nay
F000448,hjres35-114,Nay
F000455,hjres35-114,Nay
G000571,hjres35-114,Nay
G000574,hjres35-114,Nay
G000559,hjres35-114,Nay
G000552,hjres35-114,Nay
G000565,hjres35-114,Nay
G000556,hjres35-114,Nay
G000553,hjres35-114,Nay
G000410,hjres35-114,Nay
G000568,hjres35-114,Nay
G000551,hjres35-114,Nay
G000535,hjres35-114,Nay
H001063,hjres35-114,Nay
H000324,hjres35-114,Nay
H001064,hjres35-114,Nay
H001071,hjres35-114,Nay
H001038,hjres35-114,Nay
H001047,hjres35-114,Nay
H001034,hjres35-114,Nay
H000874,hjres35-114,Nay
H001067,hjres35-114,Nay
H001057,hjres35-114,Nay
H001068,hjres35-114,Nay
H001048,hjres35-114,Nay
H001060,hjres35-114,Nay
I000057,hjres35-114,Nay
J000032,hjres35-114,Nay
J000294,hjres35-114,Nay
J000288,hjres35-114,Nay
J000126,hjres35-114,Nay
J000174,hjres35-114,Nay
J000255,hjres35-114,Nay
J000289,hjres35-114,Nay
K000009,hjres35-114,Nay
K000375,hjres35-114,Nay
K000385,hjres35-114,Nay
K000379,hjres35-114,Nay
K000380,hjres35-114,Nay
K000381,hjres35-114,Nay
K000188,hjres35-114,Nay
K000362,hjres35-114,Nay
K000368,hjres35-114,Nay
K000382,hjres35-114,Nay
L000573,hjres35-114,Nay
L000564,hjres35-114,Nay
L000559,hjres35-114,Nay
L000560,hjres35-114,Nay
L000557,hjres35-114,Nay
L000581,hjres35-114,Nay
L000263,hjres35-114,Nay
L000287,hjres35-114,Nay
L000582,hjres35-114,Nay
L000563,hjres35-114,Nay
L000565,hjres35-114,Nay
L000397,hjres35-114,Nay
L000583,hjres35-114,Nay
L000579,hjres35-114,Nay
L000480,hjres35-114,Nay
L000570,hjres35-114,Nay
L000562,hjres35-114,Nay
M000087,hjres35-114,Nay
M001185,hjres35-114,Nay
M001184,hjres35-114,Nay
M001163,hjres35-114,Nay
M001143,hjres35-114,Nay
M000312,hjres35-114,Nay
M001166,hjres35-114,Nay
M001187,hjres35-114,Nay
M001137,hjres35-114,Nay
M001188,hjres35-114,Nay
M001160,hjres35-114,Nay
M001196,hjres35-114,Nay
M001182,hjres35-114,Nay
N000002,hjres35-114,Nay
N000179,hjres35-114,Nay
N000015,hjres35-114,Nay
N000182,hjres35-114,Nay
N000127,hjres35-114,Nay
N000188,hjres35-114,Nay
O000170,hjres35-114,Nay
O000168,hjres35-114,Nay
P000034,hjres35-114,Nay
P000096,hjres35-114,Nay
P000604,hjres35-114,Nay
P000588,hjres35-114,Nay
P000197,hjres35-114,Nay
P000593,hjres35-114,Nay
P000605,hjres35-114,Nay
P000258,hjres35-114,Nay
P000597,hjres35-114,Nay
P000607,hjres35-114,Nay
P000592,hjres35-114,Nay
P000598,hjres35-114,Nay
P000523,hjres35-114,Nay
Q000023,hjres35-114,Nay
R000053,hjres35-114,Nay
R000601,hjres35-114,Nay
R000602,hjres35-114,Nay
R000597,hjres35-114,Nay
R000588,hjres35-114,Nay
R000582,hjres35-114,Nay
R000583,hjres35-114,Nay
R000486,hjres35-114,Nay
R000576,hjres35-114,Nay
R000515,hjres35-114,Nay
R000577,hjres35-114,Nay
S000018,hjres35-114,Nay
S001156,hjres35-114,Nay
S000030,hjres35-114,Nay
S000051,hjres35-114,Nay
S001168,hjres35-114,Nay
S001145,hjres35-114,Nay
S001150,hjres35-114,Nay
S001180,hjres35-114,Nay
S000185,hjres35-114,Nay
S000248,hjres35-114,Nay
S001185,hjres35-114,Nay
S000344,hjres35-114,Nay
S001165,hjres35-114,Nay
S000480,hjres35-114,Nay
S000583,hjres35-114,Nay
S000510,hjres35-114,Nay
S001193,hjres35-114,Nay
T000473,hjres35-114,Nay
T000472,hjres35-114,Nay
T000460,hjres35-114,Nay
T000193,hjres35-114,Nay
T000468,hjres35-114,Nay
T000469,hjres35-114,Nay
T000474,hjres35-114,Nay
T000465,hjres35-114,Nay
V000128,hjres35-114,Nay
V000130,hjres35-114,Nay
V000131,hjres35-114,Nay
V000132,hjres35-114,Nay
V000081,hjres35-114,Nay
V000108,hjres35-114,Nay
W000819,hjres35-114,Nay
W000799,hjres35-114,Nay
W000797,hjres35-114,Nay
W000187,hjres35-114,Nay
W000822,hjres35-114,Nay
W000800,hjres35-114,Nay
W000815,hjres35-114,Nay
W000816,hjres35-114,Nay
W000808,hjres35-114,Nay
W000804,hjres35-114,Nay
Y000062,hjres35-114,Nay
Y000063,hjres35-114,Nay
H000636,hjres35-114,Not Voting
L000551,hjres35-114,Not Voting
L000576,hjres35-114,Not Voting
M000404,hjres35-114,Not Voting
S001175,hjres35-114,Not Voting
T000463,hjres35-114,Not Voting
A000374,hjres35-114,Yea
A000055,hjres35-114,Yea
A000372,hjres35-114,Yea
A000369,hjres35-114,Yea
A000373,hjres35-114,Yea
B001282,hjres35-114,Yea
B001271,hjres35-114,Yea
B001257,hjres35-114,Yea
B001293,hjres35-114,Yea
B001250,hjres35-114,Yea
B001273,hjres35-114,Yea
B001294,hjres35-114,Yea
B000589,hjres35-114,Yea
B001295,hjres35-114,Yea
B001255,hjres35-114,Yea
B000755,hjres35-114,Yea
B001284,hjres35-114,Yea
B001285,hjres35-114,Yea
B001260,hjres35-114,Yea
B001297,hjres35-114,Yea
B001275,hjres35-114,Yea
B001248,hjres35-114,Yea
B001286,hjres35-114,Yea
B001289,hjres35-114,Yea
C000059,hjres35-114,Yea
C001103,hjres35-114,Yea
C001051,hjres35-114,Yea
C000266,hjres35-114,Yea
C001076,hjres35-114,Yea
C001077,hjres35-114,Yea
C001053,hjres35-114,Yea
C001093,hjres35-114,Yea
C001092,hjres35-114,Yea
C001105,hjres35-114,Yea
C001062,hjres35-114,Yea
C001078,hjres35-114,Yea
C001094,hjres35-114,Yea
C001106,hjres35-114,Yea
C001096,hjres35-114,Yea
C001087,hjres35-114,Yea
C001045,hjres35-114,Yea
C001048,hjres35-114,Yea
C001107,hjres35-114,Yea
D000619,hjres35-114,Yea
D000620,hjres35-114,Yea
D000612,hjres35-114,Yea
D000604,hjres35-114,Yea
D000600,hjres35-114,Yea
D000613,hjres35-114,Yea
D000615,hjres35-114,Yea
D000533,hjres35-114,Yea
E000291,hjres35-114,Yea
E000294,hjres35-114,Yea
F000451,hjres35-114,Yea
F000459,hjres35-114,Yea
F000461,hjres35-114,Yea
F000449,hjres35-114,Yea
F000450,hjres35-114,Yea
F000372,hjres35-114,Yea
G000548,hjres35-114,Yea
G000563,hjres35-114,Yea
G000564,hjres35-114,Yea
G000289,hjres35-114,Yea
G000566,hjres35-114,Yea
G000575,hjres35-114,Yea
G000377,hjres35-114,Yea
G000560,hjres35-114,Yea
G000577,hjres35-114,Yea
G000546,hjres35-114,Yea
G000576,hjres35-114,Yea
G000570,hjres35-114,Yea
G000558,hjres35-114,Yea
H001051,hjres35-114,Yea
H001070,hjres35-114,Yea
H001045,hjres35-114,Yea
H001052,hjres35-114,Yea
H001053,hjres35-114,Yea
H001055,hjres35-114,Yea
H001036,hjres35-114,Yea
H001056,hjres35-114,Yea
H001072,hjres35-114,Yea
H001065,hjres35-114,Yea
H001058,hjres35-114,Yea
H001059,hjres35-114,Yea
H001073,hjres35-114,Yea
I000056,hjres35-114,Yea
J000290,hjres35-114,Yea
J000297,hjres35-114,Yea
J000292,hjres35-114,Yea
J000296,hjres35-114,Yea
J000295,hjres35-114,Yea
K000386,hjres35-114,Yea
K000376,hjres35-114,Yea
K000210,hjres35-114,Yea
K000378,hjres35-114,Yea
K000363,hjres35-114,Yea
K000387,hjres35-114,Yea
L000578,hjres35-114,Yea
L000567,hjres35-114,Yea
L000566,hjres35-114,Yea
L000554,hjres35-114,Yea
L000584,hjres35-114,Yea
L000491,hjres35-114,Yea
L000569,hjres35-114,Yea
L000580,hjres35-114,Yea
L000571,hjres35-114,Yea
M001193,hjres35-114,Yea
M001158,hjres35-114,Yea
M001179,hjres35-114,Yea
M001165,hjres35-114,Yea
M001157,hjres35-114,Yea
M001177,hjres35-114,Yea
M001156,hjres35-114,Yea
M001180,hjres35-114,Yea
M001159,hjres35-114,Yea
M001197,hjres35-114,Yea
M001181,hjres35-114,Yea
M001189,hjres35-114,Yea
M000689,hjres35-114,Yea
M001144,hjres35-114,Yea
M001150,hjres35-114,Yea
M001194,hjres35-114,Yea
M001195,hjres35-114,Yea
M001190,hjres35-114,Yea
M001191,hjres35-114,Yea
M001151,hjres35-114,Yea
N000189,hjres35-114,Yea
N000184,hjres35-114,Yea
N000185,hjres35-114,Yea
N000181,hjres35-114,Yea
P000601,hjres35-114,Yea
P000609,hjres35-114,Yea
P000594,hjres35-114,Yea
P000608,hjres35-114,Yea
P000606,hjres35-114,Yea
P000373,hjres35-114,Yea
P000611,hjres35-114,Yea
P000602,hjres35-114,Yea
P000599,hjres35-114,Yea
P000591,hjres35-114,Yea
R000585,hjres35-114,Yea
R000578,hjres35-114,Yea
R000586,hjres35-114,Yea
R000587,hjres35-114,Yea
R000589,hjres35-114,Yea
R000591,hjres35-114,Yea
R000575,hjres35-114,Yea
R000395,hjres35-114,Yea
R000409,hjres35-114,Yea
R000592,hjres35-114,Yea
R000435,hjres35-114,Yea
R000580,hjres35-114,Yea
R000593,hjres35-114,Yea
R000598,hjres35-114,Yea
R000603,hjres35-114,Yea
R000487,hjres35-114,Yea
R000599,hjres35-114,Yea
R000604,hjres35-114,Yea
R000570,hjres35-114,Yea
S001176,hjres35-114,Yea
S001179,hjres35-114,Yea
S001183,hjres35-114,Yea
S001189,hjres35-114,Yea
S001157,hjres35-114,Yea
S000244,hjres35-114,Yea
S000250,hjres35-114,Yea
S000364,hjres35-114,Yea
S001154,hjres35-114,Yea
S001148,hjres35-114,Yea
S001191,hjres35-114,Yea
S001195,hjres35-114,Yea
S001172,hjres35-114,Yea
S000522,hjres35-114,Yea
S001196,hjres35-114,Yea
S001192,hjres35-114,Yea
S001187,hjres35-114,Yea
S001188,hjres35-114,Yea
T000467,hjres35-114,Yea
T000238,hjres35-114,Yea
T000462,hjres35-114,Yea
T000470,hjres35-114,Yea
T000475,hjres35-114,Yea
U000031,hjres35-114,Yea
V000129,hjres35-114,Yea
W000812,hjres35-114,Yea
W000798,hjres35-114,Yea
W000791,hjres35-114,Yea
W000813,hjres35-114,Yea
W000820,hjres35-114,Yea
W000814,hjres35-114,Yea
W000806,hjres35-114,Yea
W000821,hjres35-114,Yea
W000796,hjres35-114,Yea
W000413,hjres35-114,Yea
W000795,hjres35-114,Yea
W000809,hjres35-114,Yea
W000810,hjres35-114,Yea
Y000065,hjres35-114,Yea
Y000033,hjres35-114,Yea
Y000066,hjres35-114,Yea
Y000064,hjres35-114,Yea
Z000017,hjres35-114,Yea
Z000018,hjres35-114,Yea
A000372,hr749-114,Nay
A000367,hr749-114,Nay
B001282,hr749-114,Nay
B001271,hr749-114,Nay
B001257,hr749-114,Nay
B001294,hr749-114,Nay
B001290,hr749-114,Nay
B001283,hr749-114,Nay
B001274,hr749-114,Nay
B001297,hr749-114,Nay
B001248,hr749-114,Nay
B001289,hr749-114,Nay
C001103,hr749-114,Nay
C001051,hr749-114,Nay
C000266,hr749-114,Nay
C001102,hr749-114,Nay
C001093,hr749-114,Nay
C001062,hr749-114,Nay
C001048,hr749-114,Nay
D000621,hr749-114,Nay
D000616,hr749-114,Nay
D000614,hr749-114,Nay
D000615,hr749-114,Nay
F000459,hr749-114,Nay
F000456,hr749-114,Nay
F000461,hr749-114,Nay
F000450,hr749-114,Nay
F000448,hr749-114,Nay
G000552,hr749-114,Nay
G000565,hr749-114,Nay
G000566,hr749-114,Nay
G000377,hr749-114,Nay
G000560,hr749-114,Nay
G000576,hr749-114,Nay
H001052,hr749-114,Nay
H001053,hr749-114,Nay
H001055,hr749-114,Nay
H001036,hr749-114,Nay
H001056,hr749-114,Nay
H001071,hr749-114,Nay
H001065,hr749-114,Nay
H001067,hr749-114,Nay
H001057,hr749-114,Nay
H001058,hr749-114,Nay
H001059,hr749-114,Nay
H001048,hr749-114,Nay
H001073,hr749-114,Nay
J000290,hr749-114,Nay
J000174,hr749-114,Nay
J000255,hr749-114,Nay
J000289,hr749-114,Nay
K000362,hr749-114,Nay
K000387,hr749-114,Nay
L000573,hr749-114,Nay
L000566,hr749-114,Nay
L000583,hr749-114,Nay
L000584,hr749-114,Nay
M001158,hr749-114,Nay
M001184,hr749-114,Nay
M001157,hr749-114,Nay
M001156,hr749-114,Nay
M001197,hr749-114,Nay
M001189,hr749-114,Nay
M001144,hr749-114,Nay
M001195,hr749-114,Nay
M001182,hr749-114,Nay
N000182,hr749-114,Nay
N000184,hr749-114,Nay
N000185,hr749-114,Nay
O000168,hr749-114,Nay
P000601,hr749-114,Nay
P000609,hr749-114,Nay
P000592,hr749-114,Nay
P000602,hr749-114,Nay
P000599,hr749-114,Nay
P000591,hr749-114,Nay
R000601,hr749-114,Nay
R000597,hr749-114,Nay
R000575,hr749-114,Nay
R000409,hr749-114,Nay
R000592,hr749-114,Nay
R000583,hr749-114,Nay
R000598,hr749-114,Nay
R000487,hr749-114,Nay
S000018,hr749-114,Nay
S000051,hr749-114,Nay
S001183,hr749-114,Nay
S001189,hr749-114,Nay
S000244,hr749-114,Nay
S000250,hr749-114,Nay
S001195,hr749-114,Nay
S001172,hr749-114,Nay
S001192,hr749-114,Nay
S001188,hr749-114,Nay
W000813,hr749-114,Nay
W000814,hr749-114,Nay
W000815,hr749-114,Nay
W000796,hr749-114,Nay
W000795,hr749-114,Nay
